,Address,City,State,Zip,Price,Beds,Baths,Home size,Lot size,Latitude,Longitude
21,1251 Valparaiso Ave,Menlo Park,CA,94025,5998000,5,3.5,4170,24829.2,37.446599,-122.194833
22,985 Siskiyou Dr,Menlo Park,CA,94025,3800000,3,2.5,2540,13939.2,37.422763,-122.212093
23,660 Vine St,Menlo Park,CA,94025,5725000,5,4.0,3121,10018.8,37.430989000000004,-122.194432
24,2316 Blueridge Ave,Menlo Park,CA,94025,3085000,3,2.5,2045,11325.6,37.425106,-122.202317
25,2044 Ashton Ave,Menlo Park,CA,94025,2698000,4,2.0,1925,6000.0,37.43377,-122.202707
26,30 Sharon Ct,Menlo Park,CA,94025,2950000,3,2.0,1620,11325.6,37.42868,-122.199345
27,401 Oak Ct,Menlo Park,CA,94025,3499000,4,3.0,2320,16117.2,37.458141,-122.148008
28,3018 Alameda De Las Pulgas,Menlo Park,CA,94025,1899999,3,2.0,1320,6192.0,37.436419,-122.211727
29,520 Barron St,Menlo Park,CA,94025,2439000,3,2.5,1580,2841.0,37.453897999999995,-122.174341
30,626 Partridge Ave Unit 2,Menlo Park,CA,94025,2495000,3,2.5,1883,4740.0,37.44875,-122.175843
31,151 Elliott Dr,Menlo Park,CA,94025,2388000,3,2.0,1562,6200.0,37.460351,-122.150245
32,204 Chester St,Menlo Park,CA,94025,1688000,2,1.0,1090,6216.0,37.46552,-122.15253999999999
33,2071 Valparaiso Ave,Menlo Park,CA,94025,1995000,3,2.5,2000,6000.0,37.434284000000005,-122.20525500000001
34,501 Laurel Ave,Menlo Park,CA,94025,3995000,4,3.0,2650,6625.0,37.460677000000004,-122.15503500000001
35,655 Gilbert Ave,Menlo Park,CA,94025,3988888,4,3.5,2776,8925.0,37.460212,-122.16183000000001
36,719 17th Ave,Menlo Park,CA,94025,2100000,4,3.0,2060,5084.0,37.474304,-122.19053100000001
37,651 18th Ave,Menlo Park,CA,94025,1498000,3,2.0,1440,5350.0,37.472913,-122.19041100000001
38,161 Willow Rd,Menlo Park,CA,94025,3449000,5,4.0,2766,8660.0,37.456006,-122.163564
39,1002 Middle Ave,Menlo Park,CA,94025,2680000,3,2.5,1610,3595.0,,
40,1040 Ringwood Ave,Menlo Park,CA,94025,1988000,4,2.0,1480,6000.0,37.472928,-122.166325
41,1969 Palo Alto Way,Menlo Park,CA,94025,2698000,3,1.0,1430,6550.0,37.428478000000005,-122.19233899999999
42,440 9th Ave,Menlo Park,CA,94025,2150000,3,2.0,1730,9300.0,37.471271,-122.19991499999999
43,671 Live Oak Ave,Menlo Park,CA,94025,2298888,3,1.0,980,5650.0,37.451295,-122.181096
44,1 Odell Pl,Atherton,CA,94027,7895000,5,5.5,5885,33976.8,37.461742,-122.20035
45,226 Park Ln,Atherton,CA,94027,16988000,3,3.5,3520,62290.8,37.446345,-122.20245800000001
46,302 Stevick Dr,Atherton,CA,94027,5500000,3,2.5,2320,43560.0,37.441265,-122.220404
47,190 Almendral Ave,Atherton,CA,94027,22500000,6,7.5,11160,43560.0,37.453006,-122.214224
48,236 Camino Al Lago,Atherton,CA,94027,15995000,6,5.0,4910,87120.0,37.442656,-122.206575
49,1 Heritage Ct,Atherton,CA,94027,4799888,5,5.5,4293,21344.4,37.469346,-122.19248400000001
50,98 Monte Vista Ave,Atherton,CA,94027,8250000,3,2.0,1815,49222.8,37.442484,-122.207656
51,59 Almendral Ave,Atherton,CA,94027,8500000,5,4.0,3790,46173.6,37.460408,-122.20648899999999
52,490 Walsh Rd,Atherton,CA,94027,7999000,5,4.5,4478,87120.0,37.425447999999996,-122.226056
53,10 DE Bell Dr,Atherton,CA,94027,5500000,5,5.5,3760,56192.4,37.462651,-122.17829499999999
54,30 Southgate St,Atherton,CA,94027,3050000,3,2.0,2018,6750.0,37.461696,-122.20636599999999
55,1 Holbrook Ln,Atherton,CA,94027,5500000,6,5.0,4235,13068.0,37.46971,-122.193321
56,74 Atherton Ave,Atherton,CA,94027,12900000,4,5.5,6296,65340.0,37.45769,-122.204039
57,87 Patricia Dr,Atherton,CA,94027,19500000,5,6.5,6535,50094.0,37.461174,-122.21286599999999
58,333 Fletcher Dr,Atherton,CA,94027,9380000,4,5.5,6531,43995.6,37.439668,-122.223226
59,2 Fredrick Ave,Atherton,CA,94027,7295000,5,3.5,4010,38768.4,37.472004999999996,-122.17206000000002
60,76 Fairview Ave,Atherton,CA,94027,11380000,5,4.5,7109,39639.6,37.439962,-122.21215
61,54 Reservoir Rd,Atherton,CA,94027,5495000,4,3.0,2785,50529.6,37.430296000000006,-122.221897
62,3 Shearer Dr,Atherton,CA,94027,11800000,6,8.5,8600,28749.6,37.466155,-122.212112
63,1175 Osborn Ave,Atherton,CA,94027,2149888,3,3.0,1705,7820.0,37.454262,-122.218999
64,46 Lilac Dr,Atherton,CA,94027,6695000,3,2.0,2680,41817.6,37.474365999999996,-122.181676
65,24 Adam Way,Atherton,CA,94027,15900000,6,6.5,13480,44431.2,,
66,129 Karen Way,Atherton,CA,94027,6925000,3,3.5,4799,52272.0,37.441857,-122.219771
67,69 Tuscaloosa Ave,Atherton,CA,94027,26000000,5,8.5,11155,74487.6,37.458682,-122.204894
68,14 Flood Cir,Atherton,CA,94027,8199000,5,5.5,5110,36154.8,37.467759,-122.181401
69,49 Fairview Ave,Atherton,CA,94027,16488000,6,8.5,11250,45738.0,37.4416,-122.21261899999999
70,118 Selby Ln,Atherton,CA,94027,14999000,6,7.5,15600,53578.8,37.461718,-122.218245
71,385 Fletcher Dr,Atherton,CA,94027,14900000,6,7.5,9742,38768.4,37.438475,-122.224324
72,3 Irving Ave,Atherton,CA,94027,4595000,4,3.0,3210,40075.2,37.468555,-122.190937
73,96 Heather Dr,Atherton,CA,94027,13880000,8,8.5,14704,42688.8,37.467612,-122.18789699999999
74,95 Tallwood Ct,Atherton,CA,94027,6588000,3,3.5,2660,76665.6,37.433147999999996,-122.214499
75,24 Stockbridge Ave,Atherton,CA,94027,11888000,6,6.5,8299,28749.6,37.464752000000004,-122.209185
76,1195 Westridge Dr,Portola Valley,CA,94028,4500000,3,2.5,2350,88426.8,37.385783,-122.221433
77,1061 Los Trancos Rd,Portola Valley,CA,94028,899000,2,1.0,780,14810.4,37.349838,-122.19865800000001
78,260 S Castanya Way,Portola Valley,CA,94028,2525000,3,2.0,1652,8800.0,37.397758,-122.19507800000001
79,370 Golden Oak Dr,Portola Valley,CA,94028,3599000,3,2.0,2270,46173.6,37.385861,-122.19971000000001
80,4 Russell Ave,Portola Valley,CA,94028,1499500,3,1.0,1290,7800.0,37.384215999999995,-122.237333
81,210 Escobar Rd,Portola Valley,CA,94028,3375000,3,2.5,2785,113256.0,37.398998999999996,-122.208633
82,23 Valley Oak St,Portola Valley,CA,94028,3995000,4,3.5,4250,27442.8,37.367652,-122.20246100000001
83,9 Valley Oak St,Portola Valley,CA,94028,3195000,5,3.0,3120,20037.6,37.362695,-122.206406
84,1019 Los Trancos Rd,Portola Valley,CA,94028,1595000,3,1.5,1180,9360.0,37.350173999999996,-122.197759
85,167 Ramoso Rd,Portola Valley,CA,94028,5495000,6,5.0,3780,110642.4,37.393621,-122.224673
86,131 Gabarda Way,Portola Valley,CA,94028,2450000,3,2.0,1740,8200.0,37.399128999999995,-122.19629199999999
87,180 Cherokee Way,Portola Valley,CA,94028,3790000,3,5.0,3490,48787.2,37.380423,-122.21160900000001
88,880 Westridge Dr,Portola Valley,CA,94028,13750000,5,5.0,6610,425581.2,37.394975,-122.21552
89,228 Canyon Dr,Portola Valley,CA,94028,1999000,3,2.0,1410,10018.8,37.371186,-122.212051
90,100 Alamos Rd,Portola Valley,CA,94028,4900000,3,2.0,3600,108900.0,37.391976,-122.195728
91,116 Russell Ave,Portola Valley,CA,94028,1895000,3,2.0,1821,6000.0,37.384055,-122.240219
92,2 Portola Green Cir,Portola Valley,CA,94028,2795000,4,2.0,2330,10018.8,37.373284000000005,-122.213472
93,139 Crescent Ave,Portola Valley,CA,94028,2680000,4,3.5,3445,20908.8,37.372007,-122.213159
94,80 Golden Oak Dr,Portola Valley,CA,94028,8480000,5,5.5,4368,64904.4,37.378606,-122.2012
