listing_id,id,date,reviewer_id,reviewer_name,comments
208345,2719616,2012-10-25,337833,Philipp,This was the third time we stayed with Angela and as always enjoyed it thoroughly. 
208345,2958925,2012-11-25,3321801,Arne,"We had such a good time at Angelas wonderful house. Angela and the kids were great and helpful all the time. We got recommendations for San Francisco and the Bay area as well. We stayed a week over Thanksgiving, an unknown celebration in Europe. Angela invited us to join the event and we had nice conversations, enjoyed music together and shared an unforgettable evening. We were so glad that we've chosen her home for our week in San Francisco so we could get better acquainted.

Thanks again, Angela!
"
208345,3182976,2012-12-29,4408882,Taras,"Next time when we need to go to Bay Area, we would prefer stay in Angela’s home. It was a pleasure to stay in this gorgeous home and it was a great pleasure to meet Angela and her family.  "
208345,3511241,2013-02-10,3149564,Rebecca,"Others have already said it so eloquently before, but it deserves to be reiterated: Staying with Angela and her family was a dream. Angela and her children welcomed myself and my two friends into their home as if it were our own. We even had the good fortune of meeting additional guests who were visiting from Shanghai. Sharing Angela's space was an experience beyond special!"
208345,3523519,2013-02-11,1291421,Christian,"I found my stay to be excellent.  First of all, Angela is VERY responsive and pleasant to talk to.  Secondly, the accommodations are quite reasonable and matches what you see on the picture.  There's a bathroom available for use downstairs, so I had no issue.

I think the thing that really left me with a favorable impression was I felt like I was allowed to be part of Angela's family during my stay.  Angela greeted me with a smile and a friendly home.  Both her children are pleasant and well-mannered.  Her son even left a welcome gift for me on my pillow!  The daughter was also adorable, and was happy to show me the merits of her new LEGO watch.  When I left, the daughter hugged my leg goodbye.  Needless to say, my heart melted.

I think anyone looking for both a clean accommodations and a very pleasant host interaction should consider staying here.  It's hard to imagine a more welcoming place.  "
208345,4393531,2013-05-02,5625292,Paolo,"This was a very good place for our Silicon Vally trip! Is not far from SF and not so far from other beautifull places in the valley. Every day we went to SF by train (30min walking) and we taken taxi when we came back. Angela, Isabella & Samson are great, happy sweet faimly! Is a very good place where everybody respects everybody. We met 5 people in 3 weeks and if we return to SF we'll come back in this fair house!
Paolo, Lorenzo & Andrea."
208345,4715144,2013-05-21,6201849,Shannon,I had a lovely time staying with Angela and her family.  They have a lovely house in a beautiful neighborhood that was close to everything I needed.  Thanks again for your hospitality Angela!
208345,5301399,2013-06-23,689765,Emmanuel,"Fantastic stay, fantastic family, Angela is very caring, very arranging, and the kids very entertaining and accommodating when room is missing! Great people staying in the house at the same time. Fantastic discussions in the evening. Great tips to meet VCs in the area. 
The house offers ample space and privacy if need be.
I'd recommend the place to anyone no matter his/her/their situation: family, single, couple, student, etc."
208345,5465942,2013-07-01,6670404,Huan,Angela was an excellent host.  Thank you for having me in your beautiful home!
208345,5502262,2013-07-02,5337535,Michael,"We had a great time on the loft. It had soft carpet, nice beds, and an excellent view. My brothers and I had an overall great stay, and hope to come again soon!"
208345,5709482,2013-07-13,6019155,Mick,"Angela's house was a welcoming and family-orientated place to stay. We'd recommend it if you want a homely atmosphere and other guests to interact with.
It's a nice quiet neighbourhood, convenient to both SFO and shops."
208345,6200950,2013-08-03,6274125,Natalia Isabel,"Ángela y sus hijos son muy amables y amorosos, la casa es bastante tranquila y cómoda, tiene todo lo necesario para disfrutar de tu estancia en San Mateo"
208345,6281710,2013-08-06,7337290,Antonio,"Angela is a good host! Beautiful house in San Mateo, close to San Francisco. Everything was ok during our stay in Angela's apartment."
208345,6333865,2013-08-08,5101326,Jeff & Christina,"Our stay with Angela was beyond amazing! That's a modest understatement:) Angela is truly a gracious Host. She is elegant, graceful, generally funny and a real soulful person, thru and thru. Nothing else could have been better prepared for our visit to SF. Angela thoughtfully gave us advice on things to see, helped us with travel plans and kindly and unselfishly made the most amazing crepes for breakfast! I would stay here - and will, hopefully - in a heart beat. Thanks a million, Angela for making the experience so great."
208345,6649669,2013-08-19,8188017,Danielle,"Angela's place was amazing! And her kids are the cutest, most gracious hosts one could ask for. We received welcoming tokens as soon as we walked through the door and a parting gift when we left, both from the tiniest host in the house :). It was so unexpected that it made the experience that much more special. For this being our first Airbnb experience, Angela and her family helped make it one to remember. Her city is beautiful, her family is great and I think her home really does have the best views in San Mateo. We had such a great time and felt so welcomed that we can't wait for our next visit to San Mateo. Angela's is definitely the best spot in town. "
208345,6834829,2013-08-26,3766316,Peter,"Angel was a lifesaver. She was able to step in at very short notice because our previous host cancelled on us at the last minute. She was very welcoming, whilst also respecting our privacy. The apartment is located in a quiet neighbourhood and has a fantastic view over the city. It can get a bit bright in the morning so bring an eyemask if that could be a problem. Apart from that, I would definitely stay there again!"
208345,6907995,2013-08-29,8375621,Dustin,"You will be living in a clean, well maintained, well equipped house. This is a really good place to stay."
208345,7344497,2013-09-16,8256451,Kamil,Anyone looking for a charming house near San Francisco will love Angela's home. The host is very friendly and helpfull. We highly recommend it :)
208345,7758100,2013-10-01,8924359,Janine,"This was an ideal situation. Angela is professional, easy going, used to the process of having guests come through the house and was quick to respond to inquiries via the website. It is nice to have access to a refrigerator/freezer, and I enjoyed being around her two kids who were polite, curious and a lot of fun. This is a good situation for anyone looking for an affordable option who does not mind stepping right into someone's home and life. Angela also demonstrated a genuine interest in getting to know her guests if they wanted to be sociable and was both generous and gracious. She comes highly recommended. "
208345,7976427,2013-10-10,8541397,Ruben,"Angela is a nice person, 
i like to stay at her place, 
nice beautiful area"
208345,8091144,2013-10-15,8642151,Gary,"      Our stay with Angela and her delightful children was the highlight of our time in the Bay Area.  It was very nice coming back to a comfortable home instead of a hotel.  The bed in the loft was very comfortable, and we never really felt any lack of privacy.  The best experience was with Angela and her children.  Angela is a genuinely friendly and open person, so we enjoyed just sitting and getting to know each other.  Just had much fun being with the children - brought my pump and balloons and did lots of balloon twisting - great fun!  
      The other guest were were very nice people whom we very much enjoyed getting to know as well
      Would Highly recommend Angela's Hosting to anyone"
208345,8763514,2013-11-16,9932574,Phil,"Angela was an awesome host! She has a wonderful family and very nice house. While it was only one night, we really enjoyed our stay with Angela and would absolutely stay there again. "
208345,8890509,2013-11-24,2486770,Jian,"We stayed with Angela for a week during our apartment hunt. The Loft View as well as the common areas are very modern, neat and comfortable. As the name implies, the loft offers a stunning view of the city light at night. We had a dedicated the bath and shared the kitchen with our host. We enjoyed playing and talking with the kids who are brilliant and most polite. "
208345,9289055,2013-12-18,9352901,Jiayi,"This house in San Mateo is indeed located in a very nice neighborhood! Angela, of course, a very nice host, with who you can feel free to talk to. She has majored film in college, so she is really artistic!
But, if you are gooing to visit san francisco downtown often and you don't want or not able to rent a car, I can't reconmond her nice house. For I suffered a lot from the long walk from the uphill to the train station to sanfo dowmtown........but I luckily got a ride from the nice people in san mateo every day! Haha, if you think you are lucky enough, strong-willed enough, or nature-loving enough, you can come to enjoy the nice loft view in the cute house in San Mateo!!"
208345,9847036,2014-01-13,3517585,Lenart,Angela kindly accepted us despite our late reservation. She was a very responsive and frinedly host. Thanks for a pleasant stay!
208345,10628441,2014-02-28,12517315,Janice,Angela accommodated me on short notice and she was a great host!  The home is beautiful and has an amazing view of the city.  Everything was clean.  Angela is a great chef- try to get a taste of her specially made kombucha!  Her kids are funny and a delight to be around.  I felt comfortable and at home.  
208345,11671041,2014-04-11,4777765,Sarah,Angela and her kids were great hosts! It was great spending time with them. The house was awesome; clean and comfortable. 
208345,12139258,2014-04-23,7267980,Julie,"My stay with Angela and her adorable kids was quick but comfortable. I was in the area on business and Angela was helpful in suggesting a route to get me to my meeting on time while avoiding Hwy 101. The home is in a nice residential area and was easy to find, the loft was very comfortable. It is important to note the loft is open, which was fine for me but one must be ok with not having a door.

As a bonus I left with a new supply of jokes thanks to Angela's son! "
208345,12418109,2014-05-01,14729099,Larry," I was on a short business trip and thought I would try staying with a family instead of the usual hotel. I was pleasantly surprised by Angela's hospitality and generosity.  I had an awesome time with Angela and her two children, Sampson and Isabella!   The home is beautiful with fantastic views.  There's a park and open space nearby which was great for my morning run. I highly recommend a stay with Angela and her family! "
208345,13155909,2014-05-20,227247,Jonathan,We stayed an entire week in Angela's loft space. Definitely beautiful views of the city and sunrise from bed. We were sadly too busy to spend as much time as we'd have liked with Angela and her kids but they were lovely. Thanks Angela!
208345,13394149,2014-05-26,11591750,Caglar,"Wonderful and peaceful place. Angela and her family are very nice people. helpful and very friendly family. ı will recommend all of my friends Angela's place.

With best regards..."
208345,17739414,2014-08-17,13310677,Nathan,Angela and her kids were very welcoming and thoughtful. We stayed for 3 months during a summer internship.
208345,18048745,2014-08-21,12044332,Philippe,"notre hote nous a recu rapidement elle etait très occupée avec d'autres clients .le quartier etait tres bien mais un peu loin de San Francisco
nous etions logés à 4 sur une mezzanine de 10m2, canapé pas très confortable et matelas en plastique gonflable pour nos 2 enfants du camping mais pas un loft confortable
nous étions dans le passage d'une autre chambre louée, difficile pour l'intimité et la SDB et WC était situés dans le garage et très petit commun aux autres clients;
dans la maison nous etions au total 9 clients, d'autres étaient couchés sur les canapés du séjour. La maison est vraiment rentabilisée au max au détriment du confort des hotes
Dommage"
208345,18346602,2014-08-25,2962530,Melanie-Anne,"Whenever I need a place to stay in San Mateo, I go to Angela's :) I'm a repeat customer so I have nothing but praise!"
208345,18488787,2014-08-27,7378171,Denise,"The house in the photo looks amazing, and the family sounded so interesting in the ad, which is why we chose to stay here. We were expecting a nice relaxing time at the end of a long road trip, especially for the children and were disappointed with the sleeping arrangements, which didn't allow for either privacy or relaxation at all. Angela failed to inform us that there would be other paying guests in the house at the same time as ourselves, and to our surprise, there were a total of 12 guests the night we arrived!!! One French family were actually sleeping on the sofa and floor in the living area pictured in this photo! They were pretty shocked! Our family of four had been placed on the upstairs landing, again visible in this photo, which meant we had no closed door to our space and were a 'walk through' area for a couple staying in a bedroom just next to this landing. For all 12 guests, Angela provided access only to a very small shower, toilet and sink washroom, which was actually in the garage part of the house, so we had to walk through the kitchen to get there. Although Angela herself was very pleasant, and we certainly enjoyed meeting her children, I feel it is important, through respect to other Airbnb travellers, to warn people of the circumstances here, and for the price, we would not wish to return."
208345,19282752,2014-09-09,19014355,Richard,"My girlfriend and I stayed at Angela's for ~2 weeks after relocating to the Bay Area. Everything was great. Angela and her kids were welcoming, the house was big and bright and the location was convenient (we did have a car)."
208345,19451419,2014-09-12,114125,Taras,"Review? 
Its 4.5* for a reason, (will check out who didnt score 5* and have a word!).
I would say home from home but its so much better than mine. 
Wonderful host, house, view, chickens (very small chicken house though ;-)  ) and everything else."
208345,20494093,2014-09-30,11576311,Nerea,"We had a great time!!!! It was a pity that we had to leave because our children and Angela's children seemed to get on well. Our children played with all the games and toys in the house. 
While our stay, there was a problem with the bathroom but Angela solved it out inmediately.
The other guests staying in the housre were very respectful. We have to thank once again the french guests because they were so kind...they even gave us a cooler for the road trip we are going to do. Merci.
Angela has also helped us everytime we have needed her. Thank you very much!!!!"
208345,20664021,2014-10-03,3286040,Parker,Staying in Angela's place was perfect - the location was very convenient (close to airport and not too far from San Francisco).  We had good time staying there as her kids are fun to hang out with.  San Mateo is a quaint place and you don't have to deal with parking or traffic compared to staying in the city.
208345,21046338,2014-10-10,17867937,Mihoko,"Angela's house was very comfortable for us!
We stayed at the loft space with beautiful landscape.
And we used her kitchen to cook. 
Only 10min, for a shopping center.
We appreciate her concern and recommend her house to other people too! ^_^"
208345,21367568,2014-10-15,4258815,Fei,Angela had a classic Airbnb spot - her house was bright and pretty and she was very welcoming.  Her two kids are very adorable.  The house had a very nice view of the Bay Area.  We shared the room with two other sets of guests.  Meeting others on the trip is part of the perk for using airbnb.  
208345,23200880,2014-11-24,23991491,Farrah,Angela and children were very gracious to us upon our arrival and throughout our stay. Angela helped accommodate our needs while staying in her open loft area to make the bed private enough for me being a nursing mother. It isn't a private room so if you don't mind not having complete privacy you should be fine. Her house is beautiful and she works hard to keep it that way so you need to make sure to clean up after yourself and your kids. She has guests living on her couch downstairs but they were nice and didn't mind the noise our two little ones made. I had the pleasure of getting to Angela a little. She is an inspiration to me since I will be a homeschooling mother as well. I also got healthy cooking tips from her as well! Thanks Angela! Anyone who decides to stay will definitely enjoy their experience. 
208345,26444390,2015-02-13,8715793,Darren,"I booked a room on behalf of two my student interns coming to work for me in Palo Alto, and it was a pleasure and delight to work with Angela.  During their stay, Angela was a wonderful host and and she made every attempt to make my students feel welcome and comfortable.  During their whole stay, her communication was excellent and I had a high level of trust and confidence with Angela. With Angela"
208345,26853877,2015-02-20,4957342,Katie,"Angela's home is so wonderful! Very  good location, easy to find and so beautiful bay view! elegant,cozy loft place shared with friends, cool experience! very comfortable. I do love Angela's place! Hope to come back again."
208345,27114649,2015-02-25,1398131,Gerald,"The neighborhood is really nice, and the view is amazing.  There is natural lighting from 3 directions.  The space was exactly as I expected, and Angela was a great host."
208345,27966204,2015-03-15,6310031,Kat,"Angela was a very gracious host and her kids are fantastic!  I felt very welcomed and comfortable in their home.  I even got to enjoy some dessert with them on my first night :) The futon in the loft is super comfy and I got to see a gorgeous sunrise through the big upstairs windows.  All in all, a great airbnb experience."
208345,28971293,2015-04-01,30080508,So-Yeon,숙소 지역도 좋았고 호스트도 반갑게 맞이하고 놀러 갈 곳에 대한 좋은 정보들을 알려줬었습니다.
208345,31086765,2015-05-01,9023711,Petr,"Amazing experience! I stayed with Angela and her kids for couple of days and have to say I felt like at home. Everything was clean and well prepared. Angela is very friendly person, so are both her kids, and her recommendations were very useful. Next time in San Mateo I'll stay again!"
208345,31687076,2015-05-08,3190062,Alfredo,"Angela is a wonderful host, and She and her kids made us feel welcomed in their home. We stayed for one night in the loft which was perfect since it had ample space for three people and lots of natural light in the morning/day (it offers a nice view). Angela also gave us great suggestions on places to see on our journey to San Diego. A pleasant experience! Thank you Angela!"
208345,40555841,2015-08-01,8715793,Darren,Angela is a great host and does her best to make you feel at home!
208345,45167560,2015-08-31,962182,Rupert,We loved staying at Angela's great house and can highly recommend the place to anyone travelling to the Bay Area. Angela makes sure you have an awesome time.
208345,46014603,2015-09-07,2600120,Andrew,Angela was very warm and friendly when we met her at her home. A great place that's not too far from sf.
208345,46360325,2015-09-09,38120509,进,"The location is good ,near the high way and supermaket,Angela is very host.but the room is not very clean."
208345,47855014,2015-09-21,48799185,Samuel,Fantastic host! Very accommodating even when we had random requests she worked with us to make our time in the house super pleasant. 
208345,47982148,2015-09-22,26981755,Jan,As already described in my longer review I had a great time at this place. Angela is a very friendly and helpful host. All in all a true and great Silicon Valley experience. 
208345,48488826,2015-09-26,2178946,Gilbert,Staying with Angela was very pleasant. The views were great from the room and her place is in a nice quiet neighborhood.  
208345,50991325,2015-10-16,45691069,Joe,Amazing.  Family is great I had a great time.  I really enjoy staying there.
208345,52385257,2015-10-28,40128984,Anthony,Angela nous a généreusement accueilli dans sa maison qui est vraiment agréable! Elle à était au petit soin pour nous. Sa maison sur les hauteur de San José est magnifique.
208345,54348557,2015-11-18,44097025,Andreas,Great house with a excellent kitchen! Close to a super grocery store. A short drive will take you to downtown SF! The host showed interest in our trip and was happy to help! Great company!
208345,72569178,2016-05-03,9023711,Petr,"Amazing stay, as always! This time around with an amazingly delicious veggie 7 course dinner - awesome! Thanks Angela, looking forward to stay with you again soon."
208345,80046433,2016-06-15,1237130,Piotr,"Angela was a wonderful host. The place was excellent and had absolutely everything we needed. 
Honestly I was a little scared of all the rules written on airbnb - turns out the host and place are absolutely frictionless. 
Highly recommended if you're staying in bay area! We'll be coming back!"
208345,80357104,2016-06-17,5405502,Patryck,"Teníamos el avión muy pronto y fue el sitio perfecto. Angela y sus niños nos recibieron como amigos. Realmente fue genial y nos hubiera gustado quedarnos más tiempo.
Bravo Angela por ser tan agradable y tener una casa tan acogedora."
208345,83849582,2016-07-04,10567358,Charina,"It was a delight staying in Angela's home. My 2 daughters and I stayed in the loft which was fine for the 1 night. Angela's home is clean, spacious, and close to amenities and highway. I had a chance to meet Angela and her 2 kids and they are super nice. Thanks again Angela for accommodating my booking snafu! I would highly recommend staying here.  :)"
208345,99701931,2016-09-05,74847049,Linde,"Angela is a really nice person with a lovely home. 
The room we stayed in was no private room but met all the expectations. But there are no curtains, so you might want to bring a sleeping mask. 
There is also the possibility to do your laundry. 
Overall a plaisant stay!"
208345,103455973,2016-09-22,1460648,Xue,"周是位伟大的房东!特别友善,很感激她第二次接待了我们!家里收拾的特别干净!一对孩子也非常可爱,太喜欢他们了!感谢Zhou!"
208345,129424413,2017-01-30,35840150,Kazuo,"My son and myself stayed at their loft and enjoyed communication with her, her children and another airbnb guest. We talked and played some games together.  They are all so nice and happy people!! "
208345,163458748,2017-06-24,136295948,Kit,Private neighborhood and beautiful home with the best panoramic view of the entire SF Bay Area! Quiet cul-de-sac with lots of parking. Easy access to all freeways. Clean home and friendly family - so cute! Will definitely be back and highly recommend to all my friends!
208345,180953913,2017-08-11,125642511,君君,"Angela really is a terrific host, expect to stay at her place next time"
208345,182913992,2017-08-15,16922536,R.K.,Angela was a great host. Communication was steady and the place was exactly as described. In a quiet neighbourhood and a clean place. Multiple people in the house along with her family make it a communal type environment. We shared stories and laughter. I have no hesitation staying here again and recommending to others. It's a quick drive to airport and not to bad of a drive to downtown San Francisco. 
208345,233237320,2018-02-08,169590447,Helen,"Great stay beyond any expectations I could have imagined!  Upstairs master suite with private bath attached.  Super comfy organic mattress.  Gorgeous view of the bay on one side of the room.  View of robins and waxwings eating winter berries off a toyon growing on a steep bank just outside the window on the other side of the room.  Very clean and stocked with extra blankets, towels, toiletries, and anything else a visitor might need.  Located in the gorgeous San Mateo hills and a short drive away from the Crystal Springs Reservoir.  As for the host, Angela is super friendly and an amazing cook!  I was fortunate enough to be invited to a few meals during my stay, including lemon ricotta crepes, a slice of lemon meringue pie, jackfruit tacos, and an Indian dinner--all made from scratch by Angela, who is a professional caterer!!!  (And just in case that doesn't give you a proper sense as to how amazing the graciously shared meals were, I'll confess: At one of those meals, I remember looking down at the juices that ran off my jackfruit taco and literally wishing I wasn't seated at a table with others so that I could lick my plate clean.  Fortunately--also regrettably--her son, Samson, promptly cleared my plate and saved me from embarrassing myself in front of a table full of people.)  This is definitely going to be my default booking any time I need to visit the area!"
208345,246631563,2018-03-25,107492807,Lwa,"Angela’s place is a great Airbnb to stay in for the short term daytime professional or student. As far as location goes you will be extremely close to everything Downtown San Mateo and San Francisco has to offer. Overall the neighborhood and home are friendly, safe and convenient. I would definitely stay here again."
208345,260705300,2018-05-04,4477059,Dom,"Wonderful place, i highly recommend!"
208345,267773953,2018-05-22,190185231,Brynn,Angela was an amazing host! She was a very cool person who offered the best suggestions. We had great conversations and met really interesting people who were staying there as well! It was a great experience and we will definitely be back!
208345,305700739,2018-08-11,186375465,Skyler,"I stayed in Angela's loft for over 10 weeks during the summer while doing an internship at a nearby tech startup, so I think it's safe to say I definitely have a good feel for the place. Here are some things you might want to know! 1. Angela is awesome. She's extremely nice and reasonable. If you have any problems she's super helpful in problem solving. She's very easy to talk to and has a million suggestions for fun stuff to go do on the weekend. Honestly just a top tier host and human being (: 2. Read the description carefully! There is a lot of important information on there and everything written is written for a reason. Read it twice and read it slow. If you read through it you'll have no surprises when you show up. 3. This is not a private space. I'd only recommend this if you're chill with noise and people. Between other guests, dogs, family, catering, etc... it can get chaotic. But if you're not a huge grouch the chaos is a big part of the fun and the charm. It really just starts to feel like a second home. There are constantly interesting people floating through and lots of fun stuff going on. Plus the dogs Angela watches are SO CUTE. But don't worry, you can always just escape upstairs, put in some headphones, and tune out to your favorite Netflix series if you need to decompress. 4. If you're a nerd like me you're probably wondering about the internet. It's around 100 mbps up and down, but does have some spikes. For anything like watching Netflix or general browsing this is more than fast enough. If you do a lot of online gaming you will notice the occasional ping spike. 5. The area this house is in is super nice. I'm sure anyone would feel 100% safe walking around at night (I went on a walk literally every single night I was here). It's just a nice neighborhood. It's within 7-12 minutes walk of some nearby bus stops that can get you around. I would not say commuting from this place is a cakewalk, but it's totally doable. I used a combination of bus and long board to get around the entire summer and it went just fine. Make sure to do your homework and see what public transit options will suite your needs. I should also mention the new Uber express pool system makes using Uber only slightly more pricey than public transit. I used this a lot during my stay when the bus wasn't a great option. 6. On a final note, I will mention this loft is surrounded by 270 degrees of large windows with no blinds. The nice part of this is I never needed an alarm to wake me up for work as the sun did a fine job of that haha. However, you might have trouble sleeping in past 9am on the weekends if you're sensitive..."
208345,313653649,2018-08-25,30970569,Eun,"The house is so gorgeous, and Angela and her kids were so lovely!"
208345,316713557,2018-08-31,210983227,Alex,We loved staying here. Felt really comfortable while in her home.
208345,325125808,2018-09-18,213047218,Juste,Angela was amazing. Super hospitality! We stayed in her house for five nights and it was super cool. The view from massive windows was breathtaking and the kitchen has every equipment that you can need to cook. I can definitely recommend this place to others!
208345,328283145,2018-09-25,131989446,Tom,"Very relaxed environment, Angela and her family are wonderful and very accommodating! Highly recommended!"
208345,329409796,2018-09-28,35520338,Nichole,I was pleasantly surprised by how cozy my loft was! Angela was an excellent host and her kids were mature and well behaved when I met them. This is a bustling house with many guests so you have a great opportunity to talk and swap travel tips!
208345,331473221,2018-10-02,125634234,Eduardo,"Angela es una excelente persona.
En todo momento nos sentimos cómodos. Los espacios para dormir son limpios.
Nos dio un kit de bienvenida, el cual incluía cepillo, pasta dental, café, agua, y snacks.
Nos recomendó lugares para salir a conocer de SFO.
La ubicación es perfecta si quieres viajar a SFO o cualquier parte de la bahía.
Totalmente recomendado."
208345,334354555,2018-10-08,218810646,Ronald,nice for a quick stay... Área around the (Website hidden by Airbnb) beautifull..
208345,403767663,2019-01-21,99571037,Antoinette,I’ve stayed here twice and every time it’s a wonderful experience. I will definitely stay again!
796558,10126228,2014-02-01,10697143,Stephanie,"Lisa was so warming and welcoming!  Great room and area for commuting to the city for work.  100% above and beyond making me feel comfortable and will be staying with her again!  

Home is within walking distance to downtown Burlingame, close to airport, caltrain everything!  Thanks so much Lisa!"
796558,10144642,2014-02-03,7293613,Randi,The reservation was canceled the day before arrival. This is an automated posting.
796558,11601595,2014-04-08,13508405,David,"I loved my stay with Lisa, she is a generous and gracious host. I am so glad I found her listing for a long weekend workshop there.  The home and street is so quiet.  Lisa is warm and welcoming.  I would definitely stay with Lisa again!"
796558,12223979,2014-04-26,1238369,Mari,"Lisa's place is absolutely adorable! Everything about her place is beautiful and Instagramable. She had prepared a welcome snack when I checked in with grapes, hummus, cheese, crackers, olives, dried tomatoes. The bed is luxuriously comfortable and it's really stone's throw away from the SF airport. Just a few blocks away from the downtown Burlington area with tons of restaurants and shops. "
796558,12448757,2014-05-02,14199479,Kelly,The reservation was canceled 5 days before arrival. This is an automated posting.
796558,12465179,2014-05-03,3709578,Joseph,"Lisa is a kind and considerate conversationalist.   You will enjoy your stay at her comfortable and well-appointed home.  .

"
796558,13203427,2014-05-21,1533677,Youngah,"Amazing place with the most gorgeous interior design. The location is unbeatable as it is walking distance to the multitude of boutiques and cafes and restaurants near in Burlingame. Only 10 minutes from the SFO airport and so quiet and peaceful. I hit it off with Lisa from the get go and our conversations lasted hours! Not to mention the cutest cat and dog residents, Otis and Julia. Thank you so much for letting me stay and I only hope we can stay in touch in the future!!"
796558,13249821,2014-05-23,2776640,Jackie,"This is a truly lovely bungalow, and Lisa is an exceptional host. The airbnb room upstairs is beautifully and tastefully outfitted, and he leaves a marvelous plate of high-quality cheese/crackers/fruit for the guest to enjoy. She also provides simple items (e.g. oatmeal) for breakfast in the morning. Terrific location and marvelous house."
796558,14166543,2014-06-13,13035464,Eileen,"Lisa was the most welcoming and accomodating host. She ran out to greet me even with my late arrival (1am!) and had an amazing spread of snacks waiting for me. The room was neat, clean and the bed was particularly comfortable. The only downside (which was completely out of the host's control), was waking up to some construction noise early in the next morning."
796558,14802074,2014-06-26,105235,Scott,Clean and comfortable space at a great location on the peninsula between SF and SV and a short drive from SFO.
